g_song_id,g_artist_id,g_artist_name,g_full_song_title,g_song_title
12376,3526,C-Murder,Show Me Luv by C-Murder (Ft. Mac & Mr. Serv-On),Show Me Luv
12377,3526,C-Murder,On the Run by C-Murder (Ft. Da Hound & Soulja Slim),On the Run
12378,3526,C-Murder,Only the Strong Survive by C-Murder (Ft. Master P),Only the Strong Survive
12379,3526,C-Murder,Life or Death by C-Murder (Ft. Mercedes),Life or Death
12380,3526,C-Murder,The TRUest Shit by C-Murder,The TRUest Shit
12381,3526,C-Murder,Where I'm From by C-Murder (Ft. Mr. Serv-On & Prime Suspects),Where I'm From
12382,3526,C-Murder,Been a Long Time by C-Murder,Been a Long Time
12383,3526,C-Murder,Would You Hesitate by C-Murder,Would You Hesitate
12384,3526,C-Murder,Riders by C-Murder,Riders
12385,3526,C-Murder,"Soldiers by C-Murder (Ft. Big Ed, Fiend, Kane & Abel, Mac, Master P, Mia X & Mystikal)",Soldiers
12386,3526,C-Murder,I Won't Stop [Gangrel Theme] by C-Murder (Ft. Mr. Magic),I Won't Stop [Gangrel Theme]
12387,3526,C-Murder,Keep it Real by C-Murder (Ft. Ms. Peaches),Keep it Real
12388,3526,C-Murder,Cuttboyz Anthem by C-Murder (Ft. Cuttboyz),Cuttboyz Anthem
12389,3526,C-Murder,I Represent by C-Murder,I Represent
12390,3526,C-Murder,Be Fresh by C-Murder,Be Fresh
12392,3526,C-Murder,"Concrete Jungle by C-Murder (Ft. Big Tray Deee, Goldie Loc, Kokane & Snoop Dogg)",Concrete Jungle
12393,3526,C-Murder,Runnin from the Police by C-Murder (Ft. Mystikal),Runnin from the Police
12394,3526,C-Murder,Watch the Police by C-Murder (Ft. Trick Daddy),Watch the Police
12395,3526,C-Murder,My Set by C-Murder,My Set
12396,3526,C-Murder,On Da Block by C-Murder (Ft. Young Guns),On Da Block
12397,46,Snoop Dogg,Down 4 My Niggas by Snoop Dogg (Ft. C-Murder & Mr. Magic),Down 4 My Niggas
12398,3526,C-Murder,Forever TRU by C-Murder,Forever TRU
12399,3526,C-Murder,Picture Me by C-Murder (Ft. Mr. Magic),Picture Me
12400,3526,C-Murder,How a Thug Like It by C-Murder (Ft. Da Brat & Jermaine Dupri),How a Thug Like It
12401,3526,C-Murder,Interlude by C-Murder (Ft. Soulja Slim),Interlude
12402,3526,C-Murder,Hustlin' (2000) by C-Murder (Ft. Krazy & Master P),Hustlin' (2000)
12403,3526,C-Murder,NL Iggaz by C-Murder (Ft. Afficial),NL Iggaz
12404,3526,C-Murder,Ride by C-Murder (Ft. D.I.G. & Sam (C-Murder)),Ride
12405,3526,C-Murder,That Calliope by C-Murder,That Calliope
12406,3526,C-Murder,Street Thugs by C-Murder (Ft. Mr. Magic & New-9),Street Thugs
12407,3526,C-Murder,Thug in Yo Life by C-Murder (Ft. Krazy & Suga Bear),Thug in Yo Life
12408,3526,C-Murder,Too Much Noise by C-Murder (Ft. D.I.G. & Master P),Too Much Noise
12409,3526,C-Murder,They Don't Really Know You by C-Murder (Ft. Erica Foxx & Master P),They Don't Really Know You
12410,3526,C-Murder,Staring at These Walls by C-Murder,Staring at These Walls
12411,3526,C-Murder,Young Thugs by C-Murder (Ft. Hollaway (Ghetto Commission) & Popeye),Young Thugs
12412,3526,C-Murder,"Where Do We Go by C-Murder (Ft. Mac, Silkk the Shocker & Sons of Funk)",Where Do We Go
12413,3526,C-Murder,What You Bout by C-Murder (Ft. Mystikal),What You Bout
12414,3526,C-Murder,Want Beef by C-Murder (Ft. Fat Joe),Want Beef
12415,3526,C-Murder,"I'm a Baller by C-Murder (Ft. Mac, T-Bo & XL)",I'm a Baller
12416,3526,C-Murder,This or That by C-Murder (Ft. Keala),This or That
12417,3526,C-Murder,Betya (Bonus Track) by C-Murder,Betya (Bonus Track)
12418,3526,C-Murder,They Want My Money by C-Murder (Ft. Mac & Mia X),They Want My Money
12419,3526,C-Murder,"Where the Party At by C-Murder (Ft. Bass Heavy Krazy, Master P & Silkk the Shocker)",Where the Party At
12420,3526,C-Murder,Camouflage & Murder by C-Murder (Ft. Curren$y & Mac),Camouflage & Murder
12421,3526,C-Murder,Betta Watch Me by C-Murder (Ft. Fiend & Popeye),Betta Watch Me
12422,3526,C-Murder,My Life by C-Murder,My Life
12423,3526,C-Murder,Locked Up by C-Murder,Locked Up
12424,3526,C-Murder,I Heard U Was Lookin' 4 Me by C-Murder (Ft. Capone & Montez (US)),I Heard U Was Lookin' 4 Me
12425,3526,C-Murder,Y'all Heard of Me by C-Murder (Ft. B.G. (Baby Gangsta)),Y'all Heard of Me
12426,3526,C-Murder,Stressin by C-Murder,Stressin
12427,4241,Chad Muska,The Wu Track by Chad Muska (Ft. Raekwon & U-God),The Wu Track
12428,3526,C-Murder,Started Small Time by C-Murder,Started Small Time
12430,3526,C-Murder,Hustlas Wife by C-Murder,Hustlas Wife
12432,3748,C-Note,"Flossin' by C-Note (Ft. Big Pokey, Chris Ward, Lil Flip, Marilyn, Papa Reu & Sugar (Rap))",Flossin'
12435,3748,C-Note,If it Was Meant to Be by C-Note (Ft. Bun B & Godfather),If it Was Meant to Be
12437,3748,C-Note,Nah by C-Note (Ft. Birdman & Juvenile),Nah
12441,3748,C-Note,Holla at Botany by C-Note (Ft. Pimp C),Holla at Botany
12458,3748,C-Note,What it Iz by C-Note (Ft. Lil Flip),What it Iz
12460,3748,C-Note,"Know What I'm Talkin' Bout by C-Note (Ft. Bun B, Godfather & Juvenile)",Know What I'm Talkin' Bout
12463,3748,C-Note,Ride With Us by C-Note (Ft. Juvenile),Ride With Us
12468,3748,C-Note,On the Southside by C-Note (Ft. Errin & Lil Flip),On the Southside
12488,4261,Clinton Sparks,Bidadidat by Clinton Sparks (Ft. Mobb Deep),Bidadidat
12492,4261,Clinton Sparks,Knock Em Out by Clinton Sparks (Ft. Black Rob & Puff Daddy),Knock Em Out
12494,4261,Clinton Sparks,I Like (Bonus Track) by Clinton Sparks (Ft. The Notorious B.I.G. & XL),I Like (Bonus Track)
12495,4261,Clinton Sparks,Let it Go by Clinton Sparks (Ft. Nature & N.O.R.E.),Let it Go
12496,4261,Clinton Sparks,Underground Legend by Clinton Sparks (Ft. Lil Flip),Underground Legend
12497,4261,Clinton Sparks,Pop Shots (Sparks Mix) by Clinton Sparks (Ft. Ol' Dirty Bastard),Pop Shots (Sparks Mix)
12498,4261,Clinton Sparks,"Get Down by Clinton Sparks (Ft. Busta Rhymes, Rah Digga & Rampage)",Get Down
12499,4261,Clinton Sparks,Okay Dun by Clinton Sparks (Ft. Mobb Deep),Okay Dun
12500,4261,Clinton Sparks,Run This City by Clinton Sparks (Ft. Miri Ben-Ari & Puff Daddy),Run This City
12501,4261,Clinton Sparks,"ROC Cafe by Clinton Sparks (Ft. Beanie Sigel, Joe Budden & Memphis Bleek)",ROC Cafe
12503,4261,Clinton Sparks,Still Can't Deny It by Clinton Sparks (Ft. Fabolous & XL),Still Can't Deny It
12506,4261,Clinton Sparks,Whatever it Takes by Clinton Sparks (Ft. Joe Budden),Whatever it Takes
12509,287992,Chris Stylez,Whatcha Say (Remix) by Chris Stylez (Ft. Lil Wayne),Whatcha Say (Remix)
12510,4270,Caddillac Tah,Just Like a Thug by Caddillac Tah (Ft. Ashanti),Just Like a Thug
12607,1,Cam’ron,Dead or Alive by Cam’ron (Ft. Jim Jones),Dead or Alive
12611,1,Cam’ron,"Boy, Boy by Cam’ron","Boy, Boy"
12612,1,Cam’ron,Live My Life (Leave Me Alone) by Cam’ron (Ft. Daz Dillinger),Live My Life (Leave Me Alone)
12614,1,Cam’ron,I Just Wanna by Cam’ron (Ft. Juelz Santana),I Just Wanna
12615,1,Cam’ron,I'm Ready by Cam’ron (Ft. The Diplomats),I'm Ready
12616,1,Cam’ron,On Fire Tonight by Cam’ron (Ft. Freekey Zekey),On Fire Tonight
12618,1,Cam’ron,Stop Calling by Cam’ron (Ft. Freekey Zekey & McGruff),Stop Calling
12619,1,Cam’ron,Tomorrow by Cam’ron,Tomorrow
12621,1,Cam’ron,Come Home With Me by Cam’ron (Ft. Jim Jones & Juelz Santana),Come Home With Me
12622,1,Cam’ron,Confessions by Cam’ron,Confessions
12623,1,Cam’ron,D Rugs by Cam’ron (Ft. Brotha),D Rugs
12624,1,Cam’ron,Death by Cam’ron,Death
12625,1,Cam’ron,Feels Good by Cam’ron (Ft. Usher),Feels Good
12626,1,Cam’ron,Glory by Cam’ron (Ft. N.O.R.E.),Glory
12627,1,Cam’ron,Fuck You by Cam’ron (Ft. Ma$e),Fuck You
12628,1,Cam’ron,Who's Nice by Cam’ron,Who's Nice
12629,1,Cam’ron,Me and My Boo by Cam’ron (Ft. Charli Baltimore),Me and My Boo
12630,1,Cam’ron,"Me, My Moms & Jimmy by Cam’ron (Ft. Kenny Greene)","Me, My Moms & Jimmy"
12631,1,Cam’ron,A Pimp's a Pimp by Cam’ron (Ft. Jermaine Dupri),A Pimp's a Pimp
12632,1,Cam’ron,Prophecy by Cam’ron (Ft. Kelly Price),Prophecy
12633,1,Cam’ron,Shanghai by Cam’ron,Shanghai
12634,1,Cam’ron,Chalupa by Cam’ron,Chalupa
12635,1,Cam’ron,Bottom of the Pussy by Cam’ron,Bottom of the Pussy
12637,1,Cam’ron,Wrong Ones by Cam’ron,Wrong Ones
12638,1,Cam’ron,We Got It by Cam’ron (Ft. Ma$e),We Got It
12639,1,Cam’ron,Cookin' Up by Cam’ron,Cookin' Up
12640,1,Cam’ron,Get It Get It by Cam’ron (Ft. Skitzo),Get It Get It
12641,1,Cam’ron,I Hate My Job by Cam’ron,I Hate My Job
12642,1,Cam’ron,Got it For Cheap by Cam’ron (Ft. Skitzo),Got it For Cheap
12643,1,Cam’ron,Never Ever by Cam’ron,Never Ever
12644,1,Cam’ron,Who by Cam’ron,Who
12645,1,Cam’ron,Where I Know You From by Cam’ron,Where I Know You From
12646,1,Cam’ron,You Know What's Up by Cam’ron (Ft. CO (rapper) & Sky-Lyn),You Know What's Up
12647,1,Cam’ron,Do Ya Thing (Remix) by Cam’ron,Do Ya Thing (Remix)
12648,1,Cam’ron,Homicide by Cam’ron,Homicide
12649,1,Cam’ron,Woo Hoo by Cam’ron (Ft. 40 Cal & Byrd Lady),Woo Hoo
12650,1,Cam’ron,Leave You Alone by Cam’ron,Leave You Alone
12651,1,Cam’ron,Killa Season (Intro) by Cam’ron (Ft. 40 Cal),Killa Season (Intro)
12652,1,Cam’ron,He Tried to Play Me by Cam’ron (Ft. Hell Rell),He Tried to Play Me
12654,1,Cam’ron,"Girls, Cash, Cars by Cam’ron","Girls, Cash, Cars"
12656,1,Cam’ron,Touch it or Not by Cam’ron (Ft. Lil Wayne),Touch it or Not
12657,1,Cam’ron,Something New by Cam’ron (Ft. Hell Rell),Something New
12658,1,Cam’ron,"I'm Up, You Down (Top to Bottom) by Cam’ron (Ft. Hell Rell)","I'm Up, You Down (Top to Bottom)"
12660,1,Cam’ron,The Dope Man by Cam’ron (Ft. Jim Jones),The Dope Man
12661,1,Cam’ron,Get Down by Cam’ron,Get Down
12663,1,Cam’ron,Halftime Show by Cam’ron,Halftime Show
12665,1,Cam’ron,Girls by Cam’ron (Ft. Mona Lisa),Girls
12667,1,Cam’ron,Intro (Purple Haze) by Cam’ron,Intro (Purple Haze)
12668,1,Cam’ron,Take Em To Church by Cam’ron (Ft. Juelz Santana & Un Kasa),Take Em To Church
12669,78,Juelz Santana,Facts of Life by Juelz Santana (Ft. Cam’ron),Facts of Life
12670,1,Cam’ron,"Horse & Carriage (Remix) by Cam’ron (Ft. Big Pun, Charli Baltimore, Silkk the Shocker & Wyclef Jean)",Horse & Carriage (Remix)
12671,1,Cam’ron,Curtis (50 Cent Diss) by Cam’ron,Curtis (50 Cent Diss)
12673,1,Cam’ron,Weekend Love by Cam’ron,Weekend Love
12675,1,Cam’ron,Let Me Know (2008) by Cam’ron,Let Me Know (2008)
12676,1,Cam’ron,Living My Life by Cam’ron,Living My Life
12677,1,Cam’ron,All the Chickens by Cam’ron (Ft. Juelz Santana),All the Chickens
12678,1,Cam’ron,"What Means the World to You (Remix) by Cam’ron (Ft. Juelz Santana, Ludacris, Trina & UGK)",What Means the World to You (Remix)
12680,1,Cam’ron,Freak by Cam’ron,Freak
12681,1,Cam’ron,Come Kill Me by Cam’ron,Come Kill Me
12682,1,Cam’ron,My Hood by Cam’ron (Ft. Jim Jones),My Hood
12683,1,Cam’ron,Do It Again by Cam’ron (Ft. Destiny's Child & Jim Jones),Do It Again
12684,1,Cam’ron,Let Me Know by Cam’ron,Let Me Know
12685,1,Cam’ron,Violence by Cam’ron (Ft. Ol' Dirty Bastard),Violence
12686,1,Cam’ron,That's Me by Cam’ron,That's Me
12687,1,Cam’ron,What Do I Gotta Live For by Cam’ron,What Do I Gotta Live For
12688,1,Cam’ron,"Where I'm From by Cam’ron (Ft. Rick ""Dutch"" Cousin & Spade)",Where I'm From
12689,1,Cam’ron,(Where the) Fuck You At by Cam’ron (Ft. N.O.R.E.),(Where the) Fuck You At
12690,1,Cam’ron,Why No by Cam’ron (Ft. Freekey Zekey & Jim Jones),Why No
12691,1,Cam’ron,What Means the World to You by Cam’ron (Ft. Keema),What Means the World to You
12719,4317,Candyman,Knockin' Boots by Candyman,Knockin' Boots
12721,4317,Candyman,Candyman by Candyman,Candyman
12722,4317,Candyman,Nightgown by Candyman,Nightgown
12725,4317,Candyman,Today's Topic by Candyman,Today's Topic
12726,209,Canibus,Watch Who U Beef Wit by Canibus,Watch Who U Beef Wit
12727,209,Canibus,Chaos by Canibus,Chaos
12728,209,Canibus,2000 B.C. (Before Can-I-Bus) by Canibus,2000 B.C. (Before Can-I-Bus)
12729,684,Pharoahe Monch,Horsemen by Pharoahe Monch,Horsemen
12730,209,Canibus,Die Slow by Canibus (Ft. Journalist),Die Slow
12731,209,Canibus,"Horsementality by Canibus (Ft. Killah Priest, Kurupt & Ras Kass)",Horsementality
12732,209,Canibus,Doomsday News by Canibus (Ft. Panama P.I.),Doomsday News
12733,4317,Candyman,Playin' On Me by Candyman,Playin' On Me
12734,209,Canibus,Lost @ 'C' by Canibus,Lost @ 'C'
12735,209,Canibus,Phuk U by Canibus,Phuk U
12736,209,Canibus,Mic-Nificent by Canibus,Mic-Nificent
12737,209,Canibus,Life Liquid by Canibus (Ft. Journalist),Life Liquid
12739,209,Canibus,Got Bitches by Canibus,Got Bitches
12740,209,Canibus,Falster Ego by Canibus,Falster Ego
12741,209,Canibus,How Many Emcees by Canibus,How Many Emcees
12742,209,Canibus,The Brainstream by Canibus,The Brainstream
12744,209,Canibus,I Can - U Can't by Canibus,I Can - U Can't
12745,209,Canibus,Microphone Meticulousness by Canibus,Microphone Meticulousness
12746,209,Canibus,The C-Quel by Canibus,The C-Quel
12747,209,Canibus,What's Going On by Canibus,What's Going On
12748,209,Canibus,Here 4 Free by Canibus,Here 4 Free
12749,209,Canibus,I Honor U by Canibus (Ft. MB^2),I Honor U
12751,209,Canibus,Buckingham Palace by Canibus,Buckingham Palace
12752,209,Canibus,Channel Zero by Canibus,Channel Zero
12753,209,Canibus,"Let's Ride by Canibus (Ft. Pras, The Product G&B & Wyclef Jean)",Let's Ride
12754,403903,Cloak N Dagga,Def Con Zero by Cloak N Dagga,Def Con Zero
12756,209,Canibus,How We Roll by Canibus (Ft. Panama P.I.),How We Roll
12757,403903,Cloak N Dagga,Gold Trigga by Cloak N Dagga (Ft. Crystal Celeste Grand),Gold Trigga
12758,403903,Cloak N Dagga,Don't Hurt Nobody by Cloak N Dagga,Don't Hurt Nobody
12759,403903,Cloak N Dagga,Rhythmatic Jiu Jitsu by Cloak N Dagga,Rhythmatic Jiu Jitsu
12760,209,Canibus,Rip Rock by Canibus,Rip Rock
12761,403903,Cloak N Dagga,H.T.R. by Cloak N Dagga,H.T.R.
12762,403903,Cloak N Dagga,Livin' by Cloak N Dagga (Ft. Charlie Mackmansupreme),Livin'
12763,209,Canibus,Nigganometry by Canibus,Nigganometry
12764,403903,Cloak N Dagga,Venomous Spit (B.K. Anthem) by Cloak N Dagga,Venomous Spit (B.K. Anthem)
12765,403903,Cloak N Dagga,Majestic Mic Masters by Cloak N Dagga,Majestic Mic Masters
12766,209,Canibus,Dreamzzzzz by Canibus,Dreamzzzzz
12767,209,Canibus,The Goetia by Canibus,The Goetia
12768,209,Canibus,The Fusion Centre by Canibus (Ft. Vinnie Paz),The Fusion Centre
12769,209,Canibus,"Father Author, Poor Pauper by Canibus","Father Author, Poor Pauper"
12770,209,Canibus,Harbinger of Light by Canibus,Harbinger of Light
12771,209,Canibus,Layered Prayers by Canibus,Layered Prayers
12772,209,Canibus,Magnum Innominandum by Canibus,Magnum Innominandum
12773,209,Canibus,Poet Laureate Infinity V004 by Canibus,Poet Laureate Infinity V004
12774,209,Canibus,Secrets Amongst Cosmonauts by Canibus,Secrets Amongst Cosmonauts
12775,209,Canibus,Poet Laureate Infinity V003 by Canibus,Poet Laureate Infinity V003
12776,209,Canibus,Dear Academy by Canibus,Dear Academy
12777,209,Canibus,Back Wit' Heat by Canibus,Back Wit' Heat
12778,209,Canibus,Liquid Wordz by Canibus (Ft. Killah Priest & Sun (rapper)),Liquid Wordz
12779,209,Canibus,For Whom the Beat Tolls by Canibus,For Whom the Beat Tolls
12780,209,Canibus,There Has He Been by Canibus (Ft. K-Solo),There Has He Been
12781,209,Canibus,Benny Riley by Canibus,Benny Riley
12782,209,Canibus,I Gotcha' by Canibus (Ft. DMP),I Gotcha'
12783,209,Canibus,Punch Lines by Canibus (Ft. Hamza (US)),Punch Lines
12784,209,Canibus,Hip-Hop Body Rock by Canibus,Hip-Hop Body Rock
12785,209,Canibus,Take 'Dat by Canibus,Take 'Dat
12786,209,Canibus,It's No Other Than by Canibus,It's No Other Than
12787,209,Canibus,Da' Facelift by Canibus,Da' Facelift
12788,209,Canibus,Cemantics by Canibus,Cemantics
12789,209,Canibus,Show 'Em How by Canibus,Show 'Em How
12790,209,Canibus,No Return by Canibus,No Return
12791,209,Canibus,M-Sea-Cresy by Canibus,M-Sea-Cresy
12792,209,Canibus,Psych Evaluation by Canibus,Psych Evaluation
12793,209,Canibus,Spartibus by Canibus,Spartibus
12794,209,Canibus,So Into You by Canibus (Ft. Juli Ecaro),So Into You
12795,209,Canibus,Hip-Hop Black Ops by Canibus,Hip-Hop Black Ops
12796,209,Canibus,Showtime at the Gallow by Canibus,Showtime at the Gallow
12797,209,Canibus,Kriminal Kindness by Canibus (Ft. Professor Griff),Kriminal Kindness
12798,209,Canibus,Allied Meta-Forces by Canibus (Ft. Kool G Rap),Allied Meta-Forces
12799,209,Canibus,Bis vs. Rip by Canibus,Bis vs. Rip
12800,209,Canibus,Cenior Studies 02 by Canibus,Cenior Studies 02
12801,209,Canibus,Curriculum 101 by Canibus,Curriculum 101
12802,209,Canibus,Behind Enemy Rhymes by Canibus,Behind Enemy Rhymes
12803,209,Canibus,Mic Club Intro by Canibus,Mic Club Intro
12804,209,Canibus,Dr. C. Ph.D by Canibus,Dr. C. Ph.D
12805,209,Canibus,'C' Section by Canibus,'C' Section
12806,209,Canibus,Drama A/T by Canibus (Ft. Luminati),Drama A/T
12807,209,Canibus,Mic Club Outro by Canibus,Mic Club Outro
12808,209,Canibus,Master Thesis by Canibus,Master Thesis
12809,209,Canibus,Poet Laureate by Canibus,Poet Laureate
12810,209,Canibus,Liberal Arts by Canibus (Ft. Jedi Mind Tricks),Liberal Arts
12811,209,Canibus,Canibus Man by Canibus,Canibus Man
12812,209,Canibus,33 3's by Canibus,33 3's
12813,209,Canibus,Mind Control by Canibus,Mind Control
12814,209,Canibus,Last Laugh by Canibus,Last Laugh
12815,209,Canibus,Atlanta by Canibus,Atlanta
12816,209,Canibus,Gybaotc by Canibus (Ft. Free - Marie Antoinette Wright),Gybaotc
12817,209,Canibus,Accapella by Canibus,Accapella
12818,209,Canibus,Talk the Talk by Canibus,Talk the Talk
12819,209,Canibus,Nobody by Canibus,Nobody
12820,209,Canibus,In the Rain by Canibus,In the Rain
12821,209,Canibus,Baggin' Up Da Poundz by Canibus (Ft. Young Zee),Baggin' Up Da Poundz
12822,209,Canibus,Bis vs. Rip (Original Version) by Canibus,Bis vs. Rip (Original Version)
12823,209,Canibus,Stupid Producers by Canibus,Stupid Producers
12825,209,Canibus,Collecting Taxes by Canibus,Collecting Taxes
12826,209,Canibus,Get Off Yankeez by Canibus,Get Off Yankeez
12827,209,Canibus,Da Paycut by Canibus,Da Paycut
12828,209,Canibus,Give It More by Canibus,Give It More
12829,209,Canibus,Blakmilc Want Freedom by Canibus,Blakmilc Want Freedom
12830,209,Canibus,The Mic Disease by Canibus,The Mic Disease
12831,946,Killah Priest,"HRSMN Talk by Killah Priest (Ft. Canibus, Kurupt & Ras Kass)",HRSMN Talk
12832,209,Canibus,Kill The Conjecture by Canibus,Kill The Conjecture
12833,209,Canibus,Gone In 60 Seconds by Canibus,Gone In 60 Seconds
12834,209,Canibus,Mic Club Mascot by Canibus,Mic Club Mascot
12835,209,Canibus,Live Dublin Freestyle by Canibus,Live Dublin Freestyle
12836,209,Canibus,Rip Iz Alive by Canibus,Rip Iz Alive
12837,209,Canibus,Say It Ain't So by Canibus,Say It Ain't So
12838,209,Canibus,U Don't Cee by Canibus,U Don't Cee
12839,209,Canibus,Shogun by Canibus (Ft. Shaquille O'Neal),Shogun
12840,209,Canibus,Vitruvian Canman by Canibus,Vitruvian Canman
12841,946,Killah Priest,"4 Bars by Killah Priest (Ft. Bloodthirst, Canibus, Elohim, King Solomon Rose & Victorious)",4 Bars
12842,209,Canibus,Yeng Meng by Canibus,Yeng Meng
12843,209,Canibus,Tha Dungeon by Canibus (Ft. Kurupt),Tha Dungeon
12844,556110,HRSMN,Future Flavas Freestyle by HRSMN,Future Flavas Freestyle
12845,209,Canibus,Who Stopped Ya? by Canibus,Who Stopped Ya?
12846,209,Canibus,My Name is Nobody by Canibus,My Name is Nobody
12847,209,Canibus,Second Round K.O. (Extended) by Canibus (Ft. Mike Tyson),Second Round K.O. (Extended)
12849,209,Canibus,"Aids is Gold, HIV is Platinum by Canibus (Ft. Lisa Stone)","Aids is Gold, HIV is Platinum"
12850,209,Canibus,MP3.com Exclusive by Canibus,MP3.com Exclusive
12851,209,Canibus,Golden Terra of Rap by Canibus,Golden Terra of Rap
12852,209,Canibus,How Come by Canibus (Ft. Youssou N'Dour),How Come
12853,209,Canibus,U Know Who by Canibus,U Know Who
12854,209,Canibus,It's Logic by Canibus,It's Logic
12855,209,Canibus,Pine Cone Poem by Canibus,Pine Cone Poem
12857,209,Canibus,You Can't Fuck With the Canibus Man by Canibus,You Can't Fuck With the Canibus Man
12858,209,Canibus,Patriots (Original) by Canibus,Patriots (Original)
12859,209,Canibus,Shove This Jay-Oh-Bee by Canibus (Ft. Biz Markie),Shove This Jay-Oh-Bee
12861,2471,Nneka,Say It Again (Street Remix) by Nneka (Ft. Canibus),Say It Again (Street Remix)
12862,209,Canibus,Who Ownz You? by Canibus,Who Ownz You?
12863,209,Canibus,Shout Out to Lost Boyz by Canibus,Shout Out to Lost Boyz
12864,209,Canibus,C True Hollywood Stories by Canibus,C True Hollywood Stories
12865,209,Canibus,Title 17 USMC by Canibus,Title 17 USMC
12866,209,Canibus,A Different Vibe in L.A. by Canibus,A Different Vibe in L.A.
12867,209,Canibus,Draft Me by Canibus (Ft. C4Bombs),Draft Me
12868,209,Canibus,Rip the Jacker by Canibus,Rip the Jacker
12869,209,Canibus,Hate U 2 by Canibus (Ft. Classic Pak),Hate U 2
12870,209,Canibus,Gotta Get That Doe by Canibus (Ft. Classic Pak),Gotta Get That Doe
12871,209,Canibus,Hott Tonight by Canibus,Hott Tonight
12872,209,Canibus,Lemmie Hear Sumthin' Else by Canibus (Ft. Classic Pak & Killer P),Lemmie Hear Sumthin' Else
12873,209,Canibus,Luv U 2 by Canibus (Ft. Classic Pak),Luv U 2
12874,209,Canibus,Box Cutta' Blade Runner by Canibus,Box Cutta' Blade Runner
12875,209,Canibus,The Rip Off by Canibus,The Rip Off
12876,209,Canibus,Ya Teef Iz Yellow by Canibus,Ya Teef Iz Yellow
12877,209,Canibus,I Gotta Story 2 Tell by Canibus,I Gotta Story 2 Tell
12878,209,Canibus,Cingularity Point by Canibus,Cingularity Point
12881,209,Canibus,Stop Smokin' by Canibus (Ft. C4Bombs),Stop Smokin'
12882,209,Canibus,U Didn't Care by Canibus,U Didn't Care
12890,209,Canibus,R U Lyrically Fit? by Canibus (Ft. Luminati),R U Lyrically Fit?
12892,21984,Cap-1,Chi Town's Finest by Cap-1 (Ft. Twista),Chi Town's Finest
12921,719,Cappadonna,The Anointing by Cappadonna,The Anointing
12922,3068,Capone,Chitty Chitty Bang Bang by Capone (Ft. Raekwon),Chitty Chitty Bang Bang
12923,719,Cappadonna,Cap's Back Again by Cappadonna,Cap's Back Again
12924,719,Cappadonna,Get Paper by Cappadonna (Ft. Lounge Lo),Get Paper
12925,719,Cappadonna,Don't Turn Around by Cappadonna (Ft. Q-Dini),Don't Turn Around
12926,719,Cappadonna,Dream by Cappadonna,Dream
12927,719,Cappadonna,Growth & Development by Cappadonna (Ft. Hue Hefna & Lahluga),Growth & Development
12928,719,Cappadonna,Goon Skwad by Cappadonna,Goon Skwad
12929,719,Cappadonna,Gotta Find a Way by Cappadonna (Ft. Born Divine & MPM),Gotta Find a Way
12930,719,Cappadonna,Holdin' by Cappadonna (Ft. Lounge Lo),Holdin'
12931,719,Cappadonna,One Night Love Affair by Cappadonna,One Night Love Affair
12932,719,Cappadonna,"My Gang by Cappadonna (Ft. Born Divine, DJ Fontane & Little Clayway)",My Gang
12933,719,Cappadonna,Peace God by Cappadonna (Ft. Born Divine),Peace God
12935,719,Cappadonna,Tug Dat Rope by Cappadonna,Tug Dat Rope
12936,719,Cappadonna,Black Boy by Cappadonna (Ft. Tekitha),Black Boy
12937,719,Cappadonna,Check for a Nigga by Cappadonna,Check for a Nigga
12938,719,Cappadonna,Blood on Blood War by Cappadonna (Ft. Killa Bamz),Blood on Blood War
12940,719,Cappadonna,Wanted by Cappadonna (Ft. KMC),Wanted
12941,719,Cappadonna,Everything is Everything by Cappadonna (Ft. Rhyme Recca),Everything is Everything
12942,719,Cappadonna,MCF by Cappadonna,MCF
12943,719,Cappadonna,Young Hearts by Cappadonna (Ft. Blue Raspberry),Young Hearts
12944,719,Cappadonna,Pillage by Cappadonna (Ft. Solomon Childs),Pillage
12945,719,Cappadonna,If You Don't Stop by Cappadonna (Ft. Born Divine),If You Don't Stop
12946,719,Cappadonna,Pump Your Fist by Cappadonna (Ft. Solomon Childs & Tekitha),Pump Your Fist
12947,719,Cappadonna,South of the Border by Cappadonna,South of the Border
12948,719,Cappadonna,Slang Editorial by Cappadonna,Slang Editorial
12949,719,Cappadonna,Splish Splash by Cappadonna,Splish Splash
12950,719,Cappadonna,Run by Cappadonna,Run
12951,21,Wu-Tang Clan,'96 Recreation (Demo) by Wu-Tang Clan,'96 Recreation (Demo)
12952,719,Cappadonna,Supa Ninjaz by Cappadonna (Ft. Method Man & U-God),Supa Ninjaz
12953,719,Cappadonna,Anotha Riddle by Cappadonna (Ft. U-God),Anotha Riddle
12954,719,Cappadonna,Got to Find a Way by Cappadonna,Got to Find a Way
12955,2897,Tekitha,I Can See by Tekitha (Ft. Cappadonna),I Can See
12956,719,Cappadonna,Oh-Donna by Cappadonna (Ft. Ghostface Killah),Oh-Donna
12957,719,Cappadonna,Fire by Cappadonna (Ft. Masta Killa),Fire
12958,719,Cappadonna,Three Knives by Cappadonna (Ft. 3rd Diglah & Lounge Lo),Three Knives
12959,719,Cappadonna,Da Vorzon by Cappadonna (Ft. 3rd Diglah & Lounge Lo),Da Vorzon
