,g_song_id,writer_id,writer_name,for_project
4196,1687,68,Kid Cudi,True
4197,1688,587,Sarah Green,True
4198,1688,476,Matthew Santos,True
4199,1688,147,Lupe Fiasco,True
4200,1688,27784,Soundtrakk,True
4227,1694,535,R. Kelly,True
4228,1694,14266,André 3000,True
4230,1698,980704,Jamie Hewlett,True
4231,1698,1012,Del The Funky Homosapien,True
4232,1698,1974,Damon Albarn,True
4235,1701,820,Mac Miller,True
4236,1702,318,Big Boi,True
4237,1702,28938,Organized Noize,True
4238,1702,14266,André 3000,True
4239,1703,56,Nas,True
4240,1703,1056,Large Professor,True
4272,1724,147,Lupe Fiasco,True
4273,1725,45,Eminem,True
4274,1727,82,Puff Daddy,True
4275,1727,37699,Leon Ware,True
4276,1727,581246,A-Ross,True
4277,1727,15788,Black M,True
4278,1727,642191,L. Coppin,True
4279,1727,642190,D. Matthews,True
4280,1727,2,JAY-Z,True
4320,1747,2,JAY-Z,True
4321,1747,123,Dr. Dre,True
4322,1747,27937,Mark Batson,True
4326,1760,201,Sauce Money,True
4327,1760,22,The Notorious B.I.G.,True
4328,1760,2,JAY-Z,True
4330,1762,2,JAY-Z,True
4331,1765,108,50 Cent,True
4332,1767,53341,Ray Davies,True
4333,1768,186,Ice Cube,True
4334,1770,1,Cam’ron,True
4359,1785,2,JAY-Z,True
4363,1791,67281,Roger McGuinn,True
4364,1791,305191,Gene Clark,True
4365,1791,812,Rhymefest,True
4366,1791,5454,Malik Yusef,True
4367,1791,76,Raekwon,True
4368,1791,68,Kid Cudi,True
4369,1791,7161,Mike Dean,True
4370,1791,4709,No I.D.,True
4371,1791,72,Kanye West,True
4372,1792,492,Big Sean,True
4373,1792,130,Drake,True
4374,1794,897,Spose,True
4375,1795,350,Krayzie Bone,True
4376,1795,4183,Play-N-Skillz,True
4377,1795,115,Chamillionaire,True
4378,1795,899,"""Weird Al"" Yankovic",True
4394,1801,554,Tyga,True
4395,1802,922,Bob Marley,True
4414,1816,319,Vinnie Paz,True
4417,1818,538,Chrisette Michele,True
4418,1818,72,Kanye West,True
4419,1818,56,Nas,True
4420,1819,1082469,Jeremiah Lordan,True
4421,1819,27765,Salaam Remi,True
4422,1819,56,Nas,True
4423,1822,68,Kid Cudi,True
4424,1823,642129,L. Parker,True
4425,1823,642176,A. Miller,True
4426,1823,1954,Just Blaze,True
4427,1823,2,JAY-Z,True
4485,1849,369,Isaac Hayes,True
4486,1849,3608,Erick Sermon,True
4487,1849,245,Sheek Louch,True
4488,1849,34,Jadakiss,True
4489,1849,75,Styles P,True
4490,1849,644360,T. Gather,True
4491,1849,119,Beanie Sigel,True
4492,1849,644359,S. Jacob,True
4493,1849,187006,D-Styles,True
4494,1849,644358,J. Phillips,True
4495,1849,2,JAY-Z,True
4498,1853,4,Lil Wayne,True
4499,1853,566,Fre$h (Short Dawg),True
4500,1853,270,Gudda Gudda,True
4501,1855,147,Lupe Fiasco,True
4502,1857,33782,Luis Resto,True
4503,1857,45,Eminem,True
4505,1859,72,Kanye West,True
4506,1859,644276,Devon Harris,True
4507,1859,398754,Don Black,True
4508,1859,29228,John Barry,True
4509,1860,33268,Chucky Thompson,True
4510,1860,369,Isaac Hayes,True
4511,1860,27765,Salaam Remi,True
4512,1860,9520,L.E.S.,True
4513,1860,351,George Clinton,True
4514,1860,56,Nas,True
4515,1861,255,Lloyd Banks,True
4516,1861,157,Akon,True
4517,1861,45,Eminem,True
4518,1862,835,Michael Jackson,True
4519,1863,554,Tyga,True
4520,1863,438,Chris Brown,True
4521,1865,69,J. Cole,True
4522,1866,31309,Dust Brothers,True
4523,1866,329,Beastie Boys,True
4533,1872,27453,Emile Haynie,True
4534,1872,68,Kid Cudi,True
4535,1873,1500023,Aspasia Manetta,True
4536,1873,1500022,Ioannis Giokarinnis,True
4537,1873,27452,Plain Pat,True
4538,1873,68,Kid Cudi,True
4539,1874,17555,Cassidy (X-Men),True
4540,1874,13211,Pit Baccardi,True
4541,1874,13427,Hifi,True
4542,1874,1947,Oxmo Puccino,True
4543,1874,13007,Ill (X-Men),True
4544,1874,1806,Ali (Lunatic),True
4545,1874,1282,Booba,True
4548,1880,86,Birdman,True
4549,1880,4,Lil Wayne,True
4565,1890,1043,Bizarre,True
4566,1890,123,Dr. Dre,True
4567,1890,34793,Mike Elizondo,True
4568,1890,1366,Kuniva,True
4569,1890,1968,Swifty McVay,True
4570,1890,1333,Proof,True
4571,1890,509,Mr. Porter,True
4572,1890,45,Eminem,True
4573,1891,34,Jadakiss,True
4574,1891,56,Nas,True
4575,1894,820,Mac Miller,True
4576,1896,69,J. Cole,True
4577,1897,1968,Swifty McVay,True
4578,1897,1366,Kuniva,True
4579,1897,509,Mr. Porter,True
4580,1897,45,Eminem,True
4581,1899,10233,Scott Storch,True
4582,1899,34793,Mike Elizondo,True
4583,1899,1333,Proof,True
4584,1899,1043,Bizarre,True
4585,1899,509,Mr. Porter,True
4586,1899,1366,Kuniva,True
4587,1899,1968,Swifty McVay,True
4588,1899,45,Eminem,True
4589,1901,1043,Bizarre,True
4590,1901,1333,Proof,True
4591,1901,45,Eminem,True
4592,1903,55621,"Ron ""NEFF-U"" Feemster",True
4593,1903,1333,Proof,True
4594,1903,1043,Bizarre,True
4595,1903,45,Eminem,True
4596,1903,509,Mr. Porter,True
4597,1903,1366,Kuniva,True
4598,1903,1968,Swifty McVay,True
4599,1904,1043,Bizarre,True
4600,1904,509,Mr. Porter,True
4601,1904,1366,Kuniva,True
4602,1904,1968,Swifty McVay,True
4603,1904,33782,Luis Resto,True
4604,1904,45,Eminem,True
4611,1907,402745,"Kevin ""Colione"" Crowe",True
4612,1907,402746,"Erik ""Rook"" Ortiz",True
4613,1907,88,Rick Ross,True
4622,1909,1043,Bizarre,True
4623,1909,509,Mr. Porter,True
4624,1909,45,Eminem,True
4639,1913,958,Sufjan Stevens,True
4660,1918,10233,Scott Storch,True
4661,1918,2274,Remy Ma,True
4662,1918,83,Fat Joe,True
4663,1918,249,Ma$e,True
4664,1918,45,Eminem,True
4665,1918,107,Lil Jon,True
4675,1922,1043,Bizarre,True
4676,1922,1366,Kuniva,True
4677,1922,509,Mr. Porter,True
4678,1922,1968,Swifty McVay,True
4679,1922,45,Eminem,True
4680,1923,67,Jeezy,True
4681,1924,45,Eminem,True
4682,1927,645802,A. Joyner,True
4683,1927,645801,A. Bradford,True
4684,1927,34793,Mike Elizondo,True
4685,1927,123,Dr. Dre,True
4686,1927,46,Snoop Dogg,True
4687,1927,45,Eminem,True
4688,1927,2470,Mel-Man,True
4689,1927,291,Xzibit,True
4697,1931,18862,DJ Head,True
4698,1931,558736,Steve King,True
4699,1931,33782,Luis Resto,True
4700,1931,14558,Jeff Bass,True
4701,1931,45,Eminem,True
4706,1933,34994,Glen Ballard,True
4707,1933,34995,Alanis Morissette,True
4808,1972,176325,Steven Adler,True
4809,1972,353742,Duff McKagan,True
4810,1972,101616,Axl Rose,True
4811,1972,10939,Slash,True
4812,1972,176296,Izzy Stradlin,True
4813,1973,108,50 Cent,True
4817,1977,69,J. Cole,True
4819,1979,23681,King Chip,True
4820,1979,315,Nicole Wray,True
4821,1979,343,GLC,True
4822,1979,68,Kid Cudi,True
4830,1982,558736,Steve King,True
4831,1982,108,50 Cent,True
4832,1982,810,Obie Trice,True
4833,1982,33782,Luis Resto,True
4834,1982,45,Eminem,True
4835,1983,340467,Gary Wright,True
4836,1983,558736,Steve King,True
4837,1983,33782,Luis Resto,True
4838,1983,45,Eminem,True
4839,1983,108,50 Cent,True
4840,1983,810,Obie Trice,True
4841,1983,976,Stat Quo,True
4853,1993,85,T.I.,True
4854,1993,27667,Jim Jonsin,True
4855,1993,977810,David Siegel,True
4856,1995,412388,Hal David,True
4857,1995,73335,Burt Bacharach,True
4858,1996,263426,Crooked I,True
4859,1996,487,Chino XL,True
4860,1996,506,Tech N9ne,True
4861,1997,558736,Steve King,True
4862,1997,33782,Luis Resto,True
4863,1997,45,Eminem,True
4864,1998,59345,Che Pope,True
4865,1998,27937,Mark Batson,True
4866,1998,34793,Mike Elizondo,True
4867,1998,123,Dr. Dre,True
4868,1998,45,Eminem,True
4869,1999,59345,Che Pope,True
4870,1999,108,50 Cent,True
4871,1999,27937,Mark Batson,True
4872,1999,34793,Mike Elizondo,True
4873,1999,123,Dr. Dre,True
4874,1999,45,Eminem,True
4875,2000,67,Jeezy,True
4876,2000,27434,Jeff Bhasker,True
4877,2000,344,Consequence,True
4878,2000,5454,Malik Yusef,True
4879,2000,72,Kanye West,True
4880,2001,186,Ice Cube,True
4881,2001,1055210,St. Claire Pinckney,True
4882,2001,11729,Fred Wesley,True
4883,2001,8417,James Brown,True
4905,2014,810,Obie Trice,True
4906,2014,45,Eminem,True
4941,2023,303,D12,True
4942,2023,33782,Luis Resto,True
4943,2023,1366,Kuniva,True
4944,2023,509,Mr. Porter,True
4945,2023,1968,Swifty McVay,True
4946,2023,45,Eminem,True
4953,2025,4,Lil Wayne,True
4968,2028,111,Ludacris,True
4969,2028,72,Kanye West,True
4972,2030,989,Joni Mitchell,True
4980,2035,24741,DJ Khalil,True
4981,2035,355,Kobe,True
4982,2035,3,Fabolous,True
4983,2036,56,Nas,True
4984,2036,7290,Tone,True
4987,2039,16848,Safaree,True
4988,2039,27665,Bangladesh,True
4989,2039,241602,John J. Ellington,True
4990,2039,92,Nicki Minaj,True
5020,2054,338,Busta Rhymes,True
5021,2054,8597,Stevie J,True
5022,2054,981257,Jalacy Hawkins,True
5023,2054,610708,Leroy Watson,True
5024,2054,34,Jadakiss,True
5025,2054,2260,DJ Premier,True
5026,2054,378090,Bill Conti,True
5027,2054,810,Obie Trice,True
5028,2054,82,Puff Daddy,True
5029,2054,45,Eminem,True
5035,2057,471,Royce da 5’9”,True
5036,2057,45,Eminem,True
5042,2060,558736,Steve King,True
5043,2060,33782,Luis Resto,True
5044,2060,1333,Proof,True
5045,2060,1043,Bizarre,True
5046,2060,1968,Swifty McVay,True
5047,2060,1366,Kuniva,True
5048,2060,509,Mr. Porter,True
5049,2060,45,Eminem,True
5050,2061,33782,Luis Resto,True
5051,2061,356,Dina Rae,True
5052,2061,1333,Proof,True
5053,2061,1366,Kuniva,True
5054,2061,1968,Swifty McVay,True
5055,2061,509,Mr. Porter,True
5056,2061,1043,Bizarre,True
5057,2061,45,Eminem,True
5058,2062,24741,DJ Khalil,True
5059,2062,29609,Liz Rodrigues,True
5060,2062,398497,Erik Alcock,True
5061,2062,643397,Danny Tannenbaum,True
5062,2062,28753,C. Smith,True
5063,2062,471,Royce da 5’9”,True
5064,2062,45,Eminem,True
5065,2063,1333,Proof,True
5066,2063,509,Mr. Porter,True
5067,2063,1968,Swifty McVay,True
5068,2063,1366,Kuniva,True
5069,2063,1043,Bizarre,True
5070,2063,72,Kanye West,True
5116,2076,864,Curtis Mayfield,True
5117,2076,1954,Just Blaze,True
5118,2076,2,JAY-Z,True
5124,2079,45129,Knightwritaz,True
5125,2079,27701,"Andrew ""Pop"" Wansel",True
5126,2079,92,Nicki Minaj,True
5136,2086,68,Kid Cudi,True
5137,2086,396,Wale,True
5141,2093,685,"Tyler, The Creator",True
5142,2094,473,Ying Yang Twins,True
5143,2098,1007,DJ Clue?,True
5144,2098,327030,Ken “Duro” Ifill,True
5145,2098,471,Royce da 5’9”,True
5146,2098,45,Eminem,True
5147,2098,228,Method Man,True
5148,2100,2260,DJ Premier,True
5149,2100,2,JAY-Z,True
5150,2101,731,Omen,True
5151,2101,69,J. Cole,True
5152,2102,47397,"Rob ""Reef"" Tewlow",True
5153,2102,45,Eminem,True
5154,2102,471,Royce da 5’9”,True
5155,2103,853,B.o.B,True
5156,2107,1010909,"Wycliffe ""Steely"" Johnson",True
5157,2107,1020585,Greville Gordon,True
5158,2107,352119,The Big Pink,True
5159,2107,92,Nicki Minaj,True
5178,2112,28543,Oak,True
5179,2112,1020579,Joel Geddis,True
5180,2112,27701,"Andrew ""Pop"" Wansel",True
5181,2112,45129,Knightwritaz,True
5182,2112,92,Nicki Minaj,True
5187,2114,20314,No Malice,True
5188,2114,26832,Chad Hugo,True
5189,2114,110,Pharrell Williams,True
5190,2114,643,Pusha-T,True
5227,2144,85,T.I.,True
5228,2144,72,Kanye West,True
5229,2144,68,Kid Cudi,True
5230,2145,126,Rakim,True
5231,2145,342,Eric B.,True
5232,2147,332704,Juju (Beatnuts),True
5233,2147,2889,T.M.F.,True
5234,2147,20,Ghostface Killah,True
5236,2151,1269,KRS-One,True
5237,2151,487,Chino XL,True
5238,2151,1297,Jayo Felony,True
5239,2151,847,Kool G Rap,True
5240,2151,684,Pharoahe Monch,True
5241,2151,291,Xzibit,True
5242,2151,45,Eminem,True
5243,2151,506,Tech N9ne,True
5244,2151,307,RZA,True
5245,2152,288,Bun B,True
5246,2152,2444,Pimp C,True
5247,2153,817371,Ron Lenhoff,True
5248,2153,1082469,Jeremiah Lordan,True
5249,2153,267,Q-Tip,True
5250,2153,19503,Bobby Byrd,True
5251,2153,8417,James Brown,True
5252,2153,21687,Justin Vernon,True
5253,2153,27434,Jeff Bhasker,True
5254,2153,2,JAY-Z,True
5255,2153,72,Kanye West,True
5256,2154,420,Blu,True
5257,2155,1034,Blue Raspberry,True
5258,2155,20,Ghostface Killah,True
5259,2155,76,Raekwon,True
5297,2177,59,2Pac,True
5304,2179,1366,Kuniva,True
5305,2179,509,Mr. Porter,True
5306,2179,1043,Bizarre,True
5307,2179,1333,Proof,True
5308,2179,1968,Swifty McVay,True
5309,2179,45,Eminem,True
5315,2181,1473695,"Julian ""JuJu"" Nixon",True
5316,2181,332703,Craig Balmoris,True
5317,2181,396,Wale,True
5323,2185,37318,Senim Silla,True
5324,2185,1644,One Be Lo,True
5326,2187,27597,Cardiak,True
5327,2187,556,Tony Yayo,True
5328,2187,255,Lloyd Banks,True
5330,2189,27597,Cardiak,True
5331,2189,75,Styles P,True
5332,2189,255,Lloyd Banks,True
5340,2193,699,Ryan Leslie,True
5341,2193,255,Lloyd Banks,True
5356,2202,1129,​The D.O.C.,True
5357,2202,123,Dr. Dre,True
5358,2202,46,Snoop Dogg,True
5359,2204,82,Puff Daddy,True
5360,2204,57309,Adonis Shropshire,True
5361,2204,947569,Michael Carlos Jones,True
5362,2204,32212,Frank Romano,True
5363,2204,1051,Mario Winans,True
5364,2204,1020914,Chauncey Hawkins,True
5365,2205,307,RZA,True
5366,2205,228,Method Man,True
5367,2205,507,GZA,True
5368,2206,946,Killah Priest,True
5369,2206,20,Ghostface Killah,True
5370,2206,307,RZA,True
5371,2206,507,GZA,True
5372,2207,27573,"Reginald ""Syience"" Perry",True
5373,2207,365,John Legend,True
5374,2207,32353,Arden Altino,True
5375,2207,29322,Jerry Duplessis,True
5376,2207,147,Lupe Fiasco,True
5377,2208,147,Lupe Fiasco,True
5378,2209,110,Pharrell Williams,True
5379,2209,26832,Chad Hugo,True
5380,2211,34287,Faith N,True
5381,2211,1053,Jungle (rapper),True
5382,2211,81,AZ,True
5383,2211,56,Nas,True
5384,2213,1057,Tank,True
5385,2213,272,Plies,True
5388,2216,228,Method Man,True
5389,2216,307,RZA,True
5390,2216,507,GZA,True
5394,2219,20,Ghostface Killah,True
5395,2219,76,Raekwon,True
5396,2219,1060,U-God,True
5397,2219,307,RZA,True
5398,2219,507,GZA,True
5399,2220,507,GZA,True
5400,2220,307,RZA,True
5401,2221,507,GZA,True
5402,2221,2788,4th Disciple,True
5403,2221,946,Killah Priest,True
5410,2227,1436,MC Ren,True
5411,2227,45,Eminem,True
5412,2227,123,Dr. Dre,True
5413,2227,27937,Mark Batson,True
5414,2227,4918,Dawaun Parker,True
5415,2227,555560,Trevor Lawrence Jr.,True
5427,2233,2828,Jovan Dais,True
5428,2233,108,50 Cent,True
5429,2233,375,Ne-Yo,True
5430,2233,8382,Polow da Don,True
5431,2234,157,Akon,True
5436,2239,342,Eric B.,True
5437,2239,126,Rakim,True
5463,2274,85,T.I.,True
5464,2274,130,Drake,True
5465,2274,27646,Nikhil Seetharam,True
5466,2274,27479,T-Minus,True
5467,2274,62510,The Monsters x the Strangers,True
5484,2287,3840,Lil' Cease,True
5485,2287,1175157,Londee Wiggins,True
5486,2287,36282,Harvey Fuqua,True
5487,2287,27594,Clark Kent,True
5488,2287,22,The Notorious B.I.G.,True
5489,2287,411,Lil' Kim,True
5490,2288,5339,DJ Paul,True
5491,2288,933,Sean Kingston,True
5492,2288,1073,Juicy J,True
5493,2288,1081,Flo Rida,True
5494,2288,37138,Maejor,True
5500,2294,535,R. Kelly,True
5508,2306,1012,Del The Funky Homosapien,True
5509,2306,1219,A-Plus,True
5510,2308,1012,Del The Funky Homosapien,True
5511,2308,2904,Casual,True
5512,2308,1219,A-Plus,True
5513,2308,4402,Tajai,True
5514,2311,70,MF DOOM,True
5515,2311,388,Talib Kweli,True
5530,2314,147,Lupe Fiasco,True
5531,2315,846,Marley Marl,True
5532,2315,848,LL Cool J,True
5535,2319,4,Lil Wayne,True
5536,2319,27434,Jeff Bhasker,True
5537,2319,4709,No I.D.,True
5538,2319,72,Kanye West,True
5579,2344,186,Ice Cube,True
5580,2344,1880,Mack 10,True
5581,2344,404,WC,True
5583,2346,4,Lil Wayne,True
5584,2347,56,Nas,True
5585,2347,358,Mary J. Blige,True
5586,2347,22,The Notorious B.I.G.,True
5587,2347,59,2Pac,True
5588,2348,1522,Block McCloud,True
5589,2348,2485,Doap Nixon,True
5590,2348,319,Vinnie Paz,True
5591,2348,1772,Planetary,True
5593,2351,72,Kanye West,True
5596,2353,13177,Otis Redding,True
5626,2365,1186897,"Tameka ""Tiny"" Harris",True
5627,2365,3063,Kandi,True
5628,2365,7393,"Lisa ""Left Eye"" Lopes",True
5629,2365,137924,"Kevin ""She'kspere"" Briggs",True
5656,2384,820,Mac Miller,True
5657,2385,267,Q-Tip,True
5664,2389,27467,Ali Shaheed Muhammad,True
5665,2389,5117,Phife Dawg,True
5666,2389,267,Q-Tip,True
5686,2400,3608,Erick Sermon,True
5687,2400,1648,Rick James,True
5688,2400,229,Redman,True
5689,2401,3650,PMD,True
5690,2401,3608,Erick Sermon,True
5698,2405,1129,​The D.O.C.,True
5699,2406,1129,​The D.O.C.,True
5702,2409,20,Ghostface Killah,True
5703,2409,76,Raekwon,True
5705,2414,2524,Hi-Tek,True
5706,2414,388,Talib Kweli,True
5707,2414,240,Reflection Eternal,True
5717,2419,4,Lil Wayne,True
5720,2423,2524,Hi-Tek,True
5721,2423,388,Talib Kweli,True
5742,2438,409,Charles Hamilton,True
5772,2458,156,Yasiin Bey,True
5773,2458,388,Talib Kweli,True
5781,2462,112,Timbaland,True
5782,2462,2,JAY-Z,True
5783,2462,72,Kanye West,True
5784,2464,179,Joe Budden,True
5785,2465,267,Q-Tip,True
5786,2465,27467,Ali Shaheed Muhammad,True
5787,2465,5117,Phife Dawg,True
5800,2468,405,E-40,True
5801,2468,2724,Russell Simmons,True
5802,2468,107,Lil Jon,True
5803,2468,606,Keak da Sneak,True
5804,2468,1124,Run-D.M.C.,True
5805,2474,108,50 Cent,True
5806,2474,123,Dr. Dre,True
5807,2474,27937,Mark Batson,True
5808,2474,555560,Trevor Lawrence Jr.,True
5809,2474,4918,Dawaun Parker,True
5810,2474,34793,Mike Elizondo,True
5811,2475,1129,​The D.O.C.,True
5812,2475,1149,RBX,True
5813,2475,3431,Daz Dillinger,True
5814,2475,46,Snoop Dogg,True
5815,2476,123,Dr. Dre,True
5816,2476,149,Nate Dogg,True
5817,2476,46,Snoop Dogg,True
5818,2476,37136,Colin Wolfe,True
5819,2476,3431,Daz Dillinger,True
5820,2477,123,Dr. Dre,True
5821,2477,1129,​The D.O.C.,True
5822,2477,46,Snoop Dogg,True
5823,2479,3431,Daz Dillinger,True
5824,2479,1129,​The D.O.C.,True
5825,2479,627,The Lady of Rage,True
5826,2479,170,Kurupt,True
5827,2479,1149,RBX,True
5828,2480,37136,Colin Wolfe,True
5829,2480,1149,RBX,True
5830,2480,123,Dr. Dre,True
5831,2481,169,Warren G,True
5832,2481,56804,"Chris ""The Glove"" Taylor",True
5833,2481,46,Snoop Dogg,True
5834,2481,170,Kurupt,True
5835,2481,627,The Lady of Rage,True
5836,2481,1149,RBX,True
5853,2494,34,Jadakiss,True
5871,2517,1175,AndreenaMusic,True
5872,2517,936,Kardinal Offishall,True
5873,2517,130,Drake,True
5876,2522,13,Gucci Mane,True
5877,2522,288,Bun B,True
5878,2522,8491,Rodney Jerkins,True
5880,2527,2524,Hi-Tek,True
5881,2527,388,Talib Kweli,True
5882,2528,56,Nas,True
5883,2528,1132,Damian Marley,True
5884,2529,1974,Damon Albarn,True
5885,2529,1709,Bobby Womack,True
5886,2531,1180,Mann,True
5887,2531,23130,Nu Shooz,True
5888,2531,108,50 Cent,True
5889,2531,27626,J.R. Rotem,True
5912,2542,976788,Andy Hughes,True
5913,2542,34470,Jimmy Jam,True
5914,2542,34471,Terry Lewis,True
5915,2542,1164,Professor Green,True
5916,2543,17764,Jason Derulo,True
5928,2548,1190,Domo Genesis,True
5937,2556,4,Lil Wayne,True
5938,2556,554,Tyga,True
5947,2563,451713,Sandy Wilhelm,True
5948,2563,401419,Tor Erik Hermansen,True
5949,2563,451711,Mikkel S. Eriksen,True
5950,2563,1195,Katy Perry,True
5951,2563,7672,Ester Dean,True
5952,2565,1019181,James Alexander,True
5953,2565,682346,Ben Cauley,True
5954,2565,42263,Allen Jones,True
5955,2565,1060704,William McLean,True
5956,2565,1021650,Johnny Hammond,True
5957,2565,680449,Mista Lawnge,True
5958,2565,4483,Dres,True
5963,2572,108,50 Cent,True
5964,2572,112,Timbaland,True
5965,2572,334,Justin Timberlake,True
5966,2572,10461,Danja,True
5967,2573,4,Lil Wayne,True
5968,2573,3,Fabolous,True
5969,2573,230,Cassidy,True
5974,2582,1205,Mariah Carey,True
5975,2582,642972,K. Joshua,True
5976,2582,10744,K-Dean,True
5977,2582,2,JAY-Z,True
5981,2584,901,Amil,True
5982,2584,643485,R. Francis,True
5983,2584,643484,R. Howard,True
5984,2584,2,JAY-Z,True
5985,2585,547,Killer Mike,True
5986,2585,4709,No I.D.,True
5987,2585,85,T.I.,True
5988,2586,85,T.I.,True
5989,2586,112,Timbaland,True
5990,2586,334,Justin Timberlake,True
5991,2586,10461,Danja,True
5992,2588,1206,J-Kwon,True
5993,2589,492,Big Sean,True
5997,2594,85,T.I.,True
5998,2594,1211,Christina Aguilera,True
5999,2594,1102,Skylar Grey,True
6000,2594,29473,Alex da Kid,True
6007,2600,27598,G5Kid,True
6008,2600,1194,Soulja Boy,True
6009,2601,5871,Versatile,True
6010,2601,31298,Dilemma,True
6011,2601,179,Joe Budden,True
6012,2602,255,Lloyd Banks,True
6014,2604,554561,Garry Glenn,True
6015,2604,993641,Dianne Quander,True
6016,2605,167,Project Pat,True
6017,2605,1073,Juicy J,True
6018,2605,5339,DJ Paul,True
6019,2605,2444,Pimp C,True
6020,2605,288,Bun B,True
6021,2608,1218,Trick Trick,True
6022,2608,33782,Luis Resto,True
6023,2608,45,Eminem,True
6032,2621,92,Nicki Minaj,True
6033,2621,1042,M.I.A.,True
6034,2621,1040954,Christopher Mercer,True
6035,2621,656379,David Taylor,True
6036,2621,37558,John Hill,True
6037,2621,1119842,Cherry Withers,True
6040,2623,27763,Henry Cosby,True
6041,2623,1223,Smokey Robinson,True
6042,2623,1602,Stevie Wonder,True
6046,2626,59,2Pac,True
6047,2626,27557,Doug Rasheed,True
6054,2628,210,Das EFX,True
6055,2630,127,Scarface,True
6056,2630,7529,Willie D,True
6057,2630,486,Bushwick Bill,True
6058,2630,66194,Doug King,True
6059,2635,27665,Bangladesh,True
6060,2635,349,Cory Gunz,True
6061,2635,4,Lil Wayne,True
6064,2638,27681,"Angel ""Onhel"" Aponte",True
6065,2638,553,Lil Twist,True
6066,2638,4,Lil Wayne,True
6067,2638,10889,Shanell,True
6068,2638,554,Tyga,True
6069,2638,92,Nicki Minaj,True
6070,2638,1229,Lil Chuckee,True
6071,2638,270,Gudda Gudda,True
6072,2638,86,Birdman,True
6073,2638,706,T-Streets,True
6074,2638,160,Mack Maine,True
6075,2638,130,Drake,True
6076,2638,195546,Infamous,True
6079,2642,59,2Pac,True
6080,2642,53307,Ezi Cut,True
6081,2642,35622,Jay B,True
6082,2643,610958,Traditional Folk,True
6083,2644,695,Hittman,True
6084,2644,1129,​The D.O.C.,True
6085,2644,170,Kurupt,True
6086,2647,532,Tonedeff,True
6087,2647,10855,LouCipher,True
6088,2647,238,Immortal Technique,True
6089,2647,1795,Poison Pen,True
6090,2647,1072,Diabolic,True
6091,2647,3888,Pumpkinhead,True
6092,2647,27953,Southpaw,True
6093,2647,2796,C-Rayz Walz,True
6094,2648,5342,Lord Infamous,True
6095,2648,166,Crunchy Black,True
6096,2648,1073,Juicy J,True
6097,2648,5339,DJ Paul,True
6103,2652,396,Wale,True
6104,2652,32673,AppleJuice Kid,True
6160,2682,147,Lupe Fiasco,True
6161,2685,110,Pharrell Williams,True
6162,2685,643,Pusha-T,True
6163,2685,20314,No Malice,True
6184,2703,206,Jae Millz,True
6185,2703,31724,Nicki,True
6186,2703,706,T-Streets,True
6187,2703,270,Gudda Gudda,True
6188,2703,4,Lil Wayne,True
6190,2705,32,Ol' Dirty Bastard,True
6191,2705,507,GZA,True
6192,2705,307,RZA,True
6193,2705,20,Ghostface Killah,True
6194,2705,508,Inspectah Deck,True
6195,2705,228,Method Man,True
6196,2705,76,Raekwon,True
6197,2707,2268,Lex Luger,True
6198,2707,85,T.I.,True
6199,2707,88,Rick Ross,True
6200,2708,13325,Maître Gims,True
6201,2708,15788,Black M,True
6202,2708,1260,Dry,True
6203,2708,15927,Lefa,True
6204,2709,28169,Frank Dukes,True
6205,2709,20,Ghostface Killah,True
6206,2709,176,Black Thought,True
6207,2710,685,"Tyler, The Creator",True
6208,2710,686,Earl Sweatshirt,True
6209,2711,455,Lil B,True
6210,2712,535,R. Kelly,True
6211,2712,9520,L.E.S.,True
6212,2712,33273,Al West,True
6213,2712,56,Nas,True
6214,2713,183,Ja Rule,True
6215,2714,4,Lil Wayne,True
6216,2714,130,Drake,True
6217,2715,108,50 Cent,True
6218,2715,123,Dr. Dre,True
6219,2715,34793,Mike Elizondo,True
6220,2715,55621,"Ron ""NEFF-U"" Feemster",True
6221,2717,1263,Nipsey Hussle,True
6222,2717,130,Drake,True
6223,2718,69,J. Cole,True
6224,2719,820,Mac Miller,True
6225,2720,1401543,Michael Wallace,True
6226,2720,1325621,Wayne Armond,True
6227,2720,184,Swizz Beatz,True
6228,2720,92,Nicki Minaj,True
6229,2721,147,Lupe Fiasco,True
6230,2721,323253,Derrick Braxton,True
6231,2721,323252,Chris Paultrie,True
6235,2724,1265,Médine,True
6236,2725,4,Lil Wayne,True
6237,2726,74,Twista,True
6238,2726,1,Cam’ron,True
6239,2726,1266,Young Chris,True
6240,2726,119,Beanie Sigel,True
6241,2726,72,Kanye West,True
6242,2726,1267,Dame Dash,True
6243,2728,1974,Damon Albarn,True
6244,2728,46,Snoop Dogg,True
6269,2747,130,Drake,True
6272,2753,238,Immortal Technique,True
6273,2755,27460,Nature Sounds,True
6274,2755,70,MF DOOM,True
6278,2764,820,Mac Miller,True
6279,2766,21682,7 Aurelius,True
6280,2766,535392,Dawn Richard,True
6281,2766,2094,Kalenna,True
6282,2766,988757,Tim McEwan,True
6283,2766,4,Lil Wayne,True
6284,2767,68,Kid Cudi,True
6286,2770,660,Prince,True
6287,2773,402,Young Buck,True
6288,2774,455,Lil B,True
6289,2775,438,Chris Brown,True
6290,2775,110,Pharrell Williams,True
6291,2775,85,T.I.,True
6292,2776,1282,Booba,True
6293,2777,1214541,Lloyd Webber,True
6294,2777,64747,Charles Stepney,True
6295,2777,72,Kanye West,True
