,g_song_id,writer_id,writer_name
9954,21171,306,Slick Rick
9955,21172,2897,Tekitha
9956,21172,20,Ghostface Killah
9957,21173,2253,Raheem DeVaughn
9958,21173,20,Ghostface Killah
9959,21174,2893,Killa Sin
9960,21174,307,RZA
9961,21174,20,Ghostface Killah
9962,21175,20,Ghostface Killah
9963,21176,2253,Raheem DeVaughn
9964,21176,20,Ghostface Killah
9965,21177,20,Ghostface Killah
9966,21177,365,John Legend
9967,21178,6184,Adrienne Bailon
9968,21178,20,Ghostface Killah
9969,21179,6185,Jack Knight
9970,21179,20,Ghostface Killah
9971,21180,6186,Twiz
9972,21180,2896,Trife Diesel
9973,21180,20,Ghostface Killah
9974,21181,6165,Shawn Wigs
9975,21181,335,Ron Browz
9976,21181,20,Ghostface Killah
9977,21182,5249,Shareefa
9978,21182,20,Ghostface Killah
9979,21183,20,Ghostface Killah
9980,21184,5249,Shareefa
9981,21184,3,Fabolous
9982,21184,20,Ghostface Killah
9983,21185,6187,Vaughn Anthony
9984,21185,1340,Estelle
9985,21185,20,Ghostface Killah
9986,21190,20,Ghostface Killah
9987,21190,196,Lloyd
9988,21223,72,Kanye West
9989,21223,343,GLC
9990,21224,953,Gil Scott-Heron
9991,21227,4413,CeeLo Green
9992,21227,8957,Danger Mouse
9993,21227,1223142,Michel Gouty
9994,21227,1223141,Pierre Nacabal
9995,21229,4413,CeeLo Green
9996,21229,8957,Danger Mouse
9997,21230,337,T-Pain
9998,21230,72,Kanye West
9999,21230,343,GLC
10000,21231,4413,CeeLo Green
10001,21231,8957,Danger Mouse
10002,21232,4413,CeeLo Green
10003,21232,8957,Danger Mouse
10004,21233,4413,CeeLo Green
10005,21233,8957,Danger Mouse
10006,21234,4413,CeeLo Green
10007,21234,8957,Danger Mouse
10008,21235,4413,CeeLo Green
10009,21235,8957,Danger Mouse
10010,21235,538858,Keith Mansfield
10011,21236,4413,CeeLo Green
10012,21236,8957,Danger Mouse
10013,21236,1128027,Ronald Blackwell
10014,21238,4413,CeeLo Green
10015,21238,8957,Danger Mouse
10016,21238,1223095,John Charles Alder
10017,21239,4413,CeeLo Green
10018,21239,8957,Danger Mouse
10019,21239,1223117,Cy Payne
10020,21240,4413,CeeLo Green
10021,21240,1160037,Francesco De Masi
10022,21240,8957,Danger Mouse
10023,21242,1017681,Nino Nardini
10024,21242,4413,CeeLo Green
10025,21242,8957,Danger Mouse
10026,21243,4413,CeeLo Green
10027,21243,8957,Danger Mouse
10028,21243,1172328,Gene Allen
10029,21243,76665,Ron Dante
10030,21243,1223107,Bobby Feldman
10031,21244,1223092,Peter Dunton
10032,21244,8957,Danger Mouse
10033,21244,4413,CeeLo Green
10034,21245,1017670,Nicolas Flagello
10035,21245,8957,Danger Mouse
10036,21245,4413,CeeLo Green
10037,21246,403612,Gordon Gano
10038,21246,65011,Willie Dixon
10039,21247,4413,CeeLo Green
10040,21247,8957,Danger Mouse
10041,21247,1017682,Kevin Peek
10042,21248,543037,Gian Piero Reverberi
10043,21248,543036,Gian Franco Reverberi
10044,21248,8957,Danger Mouse
10045,21248,4413,CeeLo Green
10046,21249,4413,CeeLo Green
10047,21249,8957,Danger Mouse
10048,21250,48788,Latief
10049,21250,4413,CeeLo Green
10050,21250,8957,Danger Mouse
10051,21251,4413,CeeLo Green
10052,21251,8957,Danger Mouse
10053,21253,4413,CeeLo Green
10054,21253,8957,Danger Mouse
10055,21253,1017680,Angelo Francesco Lavagnino
10056,21253,996260,Armando Trovajoli
10057,21255,4413,CeeLo Green
10058,21255,8957,Danger Mouse
10059,21257,4413,CeeLo Green
10060,21257,8957,Danger Mouse
10061,21257,538858,Keith Mansfield
10062,21261,8957,Danger Mouse
10063,21261,4413,CeeLo Green
10064,21280,220,Gang Starr
10065,21280,6205,Mendoughza
10066,21296,2260,DJ Premier
10067,21296,219,Guru
10068,21297,2260,DJ Premier
10069,21297,219,Guru
10070,21298,2260,DJ Premier
10071,21298,219,Guru
10072,21299,2260,DJ Premier
10073,21299,305,Jeru The Damaja
10074,21299,6221,Lil Dap
10075,21299,219,Guru
10076,21300,2260,DJ Premier
10077,21300,219,Guru
10078,21301,2260,DJ Premier
10079,21301,219,Guru
10080,21302,2260,DJ Premier
10081,21302,219,Guru
10082,21303,2260,DJ Premier
10083,21303,219,Guru
10084,21304,2260,DJ Premier
10085,21304,219,Guru
10086,21306,2260,DJ Premier
10087,21306,219,Guru
10088,21307,2260,DJ Premier
10089,21307,219,Guru
10090,21308,2260,DJ Premier
10091,21308,219,Guru
10092,21309,2260,DJ Premier
10093,21309,219,Guru
10094,21310,2260,DJ Premier
10095,21310,219,Guru
10096,21311,2260,DJ Premier
10097,21311,219,Guru
10098,21312,219,Guru
10099,21312,2260,DJ Premier
10100,21313,2260,DJ Premier
10101,21313,219,Guru
10102,21313,9161,Lil' Fame
10103,21313,6014,Billy Danze
10104,21314,2260,DJ Premier
10105,21314,219,Guru
10106,21314,6185,Jack Knight
10107,21314,777336,Keisha Spivey
10108,21314,10944,Pam Long
10109,21314,1164823,Jakima Raynor
10110,21316,2260,DJ Premier
10111,21316,219,Guru
10112,21317,2260,DJ Premier
10113,21317,219,Guru
10114,21317,126,Rakim
10115,21317,404,WC
10116,21318,2260,DJ Premier
10117,21318,219,Guru
10118,21319,2260,DJ Premier
10119,21319,219,Guru
10120,21319,170,Kurupt
10121,21319,627,The Lady of Rage
10122,21320,2260,DJ Premier
10123,21320,219,Guru
10124,21321,2260,DJ Premier
10125,21321,219,Guru
10126,21322,2260,DJ Premier
10127,21322,219,Guru
10128,21324,2260,DJ Premier
10129,21324,219,Guru
10130,21325,2260,DJ Premier
10131,21325,219,Guru
10132,21325,9824,Smooth B
10133,21325,3361,Greg Nice
10134,21326,2260,DJ Premier
10135,21326,219,Guru
10136,21327,2260,DJ Premier
10137,21327,219,Guru
10138,21328,2260,DJ Premier
10139,21328,219,Guru
10140,21330,2260,DJ Premier
10141,21330,219,Guru
10142,21331,2260,DJ Premier
10143,21331,6217,Melachi the Nutcracker
10144,21332,2260,DJ Premier
10145,21332,219,Guru
10146,21333,2260,DJ Premier
10147,21333,219,Guru
10148,21334,2260,DJ Premier
10149,21334,219,Guru
10150,21335,3685,Big Shug
10151,21335,2260,DJ Premier
10152,21335,219,Guru
10153,21337,2260,DJ Premier
10154,21337,219,Guru
10155,21339,2260,DJ Premier
10156,21339,6221,Lil Dap
10157,21339,305,Jeru The Damaja
10158,21339,219,Guru
10159,21356,219,Guru
10160,21359,219,Guru
10161,21359,2260,DJ Premier
10162,21359,5116,Chaka Khan
10163,21359,6227,Branford Marsalis
10164,21359,1192481,Damian Holland
10165,21360,219,Guru
10166,21360,110,Pharrell Williams
10167,21360,26832,Chad Hugo
10168,21360,1205915,Natalie Hinds
10169,21362,220,Gang Starr
10170,21362,3682,Donell Jones
10171,21368,3444,Angie Stone
10172,21368,27814,DJ Scratch
10173,21368,219,Guru
10174,21369,219,Guru
10175,21369,909,Erykah Badu
10176,21370,220,Gang Starr
10177,21370,3685,Big Shug
10178,21372,219,Guru
10179,21372,26832,Chad Hugo
10180,21372,110,Pharrell Williams
10181,21375,6238,Herbie Hancock
10182,21375,219,Guru
10183,21377,2260,DJ Premier
10184,21377,219,Guru
10185,21377,127,Scarface
10186,21378,219,Guru
10187,21378,176,Black Thought
10188,21378,30569,Questlove
10189,21378,30631,James Poyser
10190,21380,2260,DJ Premier
10191,21380,219,Guru
10192,21380,144366,Frank Wilson
10193,21380,1190291,Ellean Hendley
10194,21381,4305,Byrd Lady
10195,21381,4306,Skitzo
10196,21381,1,Cam’ron
10197,21382,2260,DJ Premier
10198,21382,219,Guru
10199,21382,9161,Lil' Fame
10200,21382,6014,Billy Danze
10201,21383,3685,Big Shug
10202,21383,3535,Freddie Foxxx/Bumpy Knuckles
10203,21383,220,Gang Starr
10204,21384,2260,DJ Premier
10205,21384,219,Guru
10206,21385,2260,DJ Premier
10207,21385,219,Guru
10208,21386,2260,DJ Premier
10209,21386,219,Guru
10210,21387,2260,DJ Premier
10211,21387,219,Guru
10212,21389,2260,DJ Premier
10213,21389,2965,Hannibal Stax
10214,21389,220,Gang Starr
10215,21390,2260,DJ Premier
10216,21390,219,Guru
10217,21391,2260,DJ Premier
10218,21391,219,Guru
10219,21391,6239,Shiggy Sha
10220,21391,3555,G-Dep
10221,21392,2260,DJ Premier
10222,21392,219,Guru
10223,21393,2260,DJ Premier
10224,21393,219,Guru
10225,21396,2260,DJ Premier
10226,21396,219,Guru
10227,21397,2260,DJ Premier
10228,21397,219,Guru
10229,21398,2260,DJ Premier
10230,21398,219,Guru
10231,21399,2260,DJ Premier
10232,21399,219,Guru
10233,21400,2260,DJ Premier
10234,21400,219,Guru
10235,21401,2260,DJ Premier
10236,21401,219,Guru
10237,21402,2260,DJ Premier
10238,21402,219,Guru
10239,21403,2260,DJ Premier
10240,21403,219,Guru
10241,21404,2260,DJ Premier
10242,21404,219,Guru
10243,21405,2260,DJ Premier
10244,21405,219,Guru
10245,21405,3535,Freddie Foxxx/Bumpy Knuckles
10246,21405,3685,Big Shug
10247,21406,219,Guru
10248,21406,2260,DJ Premier
10249,21407,2260,DJ Premier
10250,21407,219,Guru
10251,21408,2260,DJ Premier
10252,21408,219,Guru
10253,21409,2260,DJ Premier
10254,21409,219,Guru
10255,21409,6240,Damo D-Ski
10256,21410,2260,DJ Premier
10257,21410,219,Guru
10258,21411,219,Guru
10259,21411,2260,DJ Premier
10260,21412,89330,Panchi
10261,21413,219,Guru
10262,21413,2260,DJ Premier
10263,21414,219,Guru
10264,21414,2260,DJ Premier
10265,21415,2260,DJ Premier
10266,21415,2555,Krumb Snatcha
10267,21415,219,Guru
10268,21416,219,Guru
10269,21416,2260,DJ Premier
10270,21417,219,Guru
10271,21417,2260,DJ Premier
10272,21418,219,Guru
10273,21418,46,Snoop Dogg
10274,21418,5049,Uncle Reo
10275,21418,2260,DJ Premier
10276,21419,2260,DJ Premier
10277,21419,219,Guru
10278,21419,10476,Smiley the Ghetto Child
10279,21420,2260,DJ Premier
10280,21420,219,Guru
10281,21421,2260,DJ Premier
10282,21421,219,Guru
10283,21423,391,MC Shan
10284,21423,1367394,"Shalena ""Nikki"" Bratcher"
10285,21423,7290,Tone
10286,21423,471,Royce da 5’9”
10287,21423,1416359,Percy Chapman
10288,21423,846,Marley Marl
10289,21423,56,Nas
10290,21423,3068,Capone
10291,21423,1555,Havoc
10292,21423,1492,Nature
10293,21423,305426,Poke
10294,21423,189456,The King of Chill
10295,21423,58,Cormega
10296,21423,2260,DJ Premier
10297,21423,1367393,Asiah Lewis
10298,21423,122,Prodigy of Mobb Deep
10299,21423,219,Guru
10300,21425,2260,DJ Premier
10301,21425,219,Guru
10302,21427,2260,DJ Premier
10303,21427,219,Guru
10304,21427,2965,Hannibal Stax
10305,21427,6239,Shiggy Sha
10306,21427,89330,Panchi
10307,21428,2260,DJ Premier
10308,21428,219,Guru
10309,21433,103,Big L
10310,21433,219,Guru
10311,21434,2260,DJ Premier
10312,21434,219,Guru
10313,21435,2260,DJ Premier
10314,21435,219,Guru
10315,21436,2260,DJ Premier
10316,21436,219,Guru
10317,21437,2260,DJ Premier
10318,21437,219,Guru
10319,21438,2260,DJ Premier
10320,21438,219,Guru
10321,21439,2260,DJ Premier
10322,21439,219,Guru
10323,21440,2260,DJ Premier
10324,21440,219,Guru
10325,21441,219,Guru
10326,21441,2260,DJ Premier
10327,21442,2260,DJ Premier
10328,21442,219,Guru
10329,21443,2260,DJ Premier
10330,21443,219,Guru
10331,21444,2260,DJ Premier
10332,21444,219,Guru
10333,21445,2260,DJ Premier
10334,21445,219,Guru
10335,21446,2260,DJ Premier
10336,21446,219,Guru
10337,21447,2260,DJ Premier
10338,21447,219,Guru
10339,21448,2260,DJ Premier
10340,21448,219,Guru
10341,21449,2260,DJ Premier
10342,21449,219,Guru
10343,21452,2260,DJ Premier
10344,21452,219,Guru
10345,21467,2260,DJ Premier
10346,21467,219,Guru
10347,21512,3420,Big Gipp
10348,21512,3418,T-Mo
10349,21512,4413,CeeLo Green
10350,21512,3588,Khujo Goodie
10351,21513,14266,André 3000
10352,21513,318,Big Boi
10353,21513,3420,Big Gipp
10354,21513,4413,CeeLo Green
10355,21513,3418,T-Mo
10356,21513,3588,Khujo Goodie
10357,21513,49967,Mr. DJ
10358,21514,3418,T-Mo
10359,21514,3420,Big Gipp
10360,21514,4413,CeeLo Green
10361,21514,3588,Khujo Goodie
10362,21517,4413,CeeLo Green
10363,21517,3420,Big Gipp
10364,21517,3588,Khujo Goodie
10365,21517,3418,T-Mo
10366,21517,3419,Witchdoctor
10367,21517,28938,Organized Noize
10368,21519,4413,CeeLo Green
10369,21520,4413,CeeLo Green
10370,21520,3420,Big Gipp
10371,21520,3588,Khujo Goodie
10372,21520,3418,T-Mo
10373,21520,28938,Organized Noize
10374,21521,3420,Big Gipp
10375,21521,2204,Cool Breeze
10376,21521,318,Big Boi
10377,21521,28938,Organized Noize
10378,21522,4413,CeeLo Green
10379,21522,3420,Big Gipp
10380,21522,3588,Khujo Goodie
10381,21522,3418,T-Mo
10382,21522,28938,Organized Noize
10383,21523,4413,CeeLo Green
10384,21523,3420,Big Gipp
10385,21523,3588,Khujo Goodie
10386,21523,3418,T-Mo
10387,21523,135094,Mixzo
10388,21524,4413,CeeLo Green
10389,21524,28938,Organized Noize
10390,21525,748,Goodie Mob
10391,21525,28938,Organized Noize
10392,21526,4413,CeeLo Green
10393,21526,3420,Big Gipp
10394,21526,3588,Khujo Goodie
10395,21526,3418,T-Mo
10396,21526,28938,Organized Noize
10397,21527,28938,Organized Noize
10398,21527,3420,Big Gipp
10399,21527,3418,T-Mo
10400,21527,3588,Khujo Goodie
10401,21527,4413,CeeLo Green
10402,21528,29747,Traditional
10403,21529,4413,CeeLo Green
10404,21529,3420,Big Gipp
10405,21529,3588,Khujo Goodie
10406,21529,3418,T-Mo
10407,21529,28938,Organized Noize
10408,21530,400370,Rico Wade
10409,21531,28938,Organized Noize
10410,21531,3420,Big Gipp
10411,21531,3418,T-Mo
10412,21531,3588,Khujo Goodie
10413,21531,4413,CeeLo Green
10414,21532,4413,CeeLo Green
10415,21532,3420,Big Gipp
10416,21532,3588,Khujo Goodie
10417,21532,3418,T-Mo
10418,21532,144951,Leon Russell
10419,21532,23342,Pigmeat Markham
10420,21532,1105475,Bill Boatman
10421,21532,681502,Marc Benno
10422,21532,983912,Brandon Bennett
10423,21532,28938,Organized Noize
10424,21533,1542,Sleepy Brown
10425,21533,400370,Rico Wade
10426,21533,400369,Ray Murray
10427,21533,3420,Big Gipp
10428,21533,14266,André 3000
10429,21533,3418,T-Mo
10430,21533,3588,Khujo Goodie
10431,21533,4413,CeeLo Green
10432,21534,748,Goodie Mob
10433,21534,28938,Organized Noize
10434,21539,4413,CeeLo Green
10435,21539,28938,Organized Noize
10436,21542,50962,Craig Love
10437,21542,1007053,Willie Knighton
10438,21542,1006006,Cameron Gipp
10439,21542,56741,Robert Barnett
10440,21555,748,Goodie Mob
10441,21555,4413,CeeLo Green
10442,21555,2197,Future
10443,21557,4413,CeeLo Green
10444,21557,3420,Big Gipp
10445,21557,7393,"Lisa ""Left Eye"" Lopes"
10446,21557,39842,Dallas Austin
10447,21557,3588,Khujo Goodie
10448,21557,3418,T-Mo
10449,21564,1974,Damon Albarn
10450,21564,8957,Danger Mouse
10451,21564,506689,Simon Tong
10452,21564,585,Roots Manuva
10453,21565,1780,ILL BILL
10454,21565,6259,Goretex
10455,21566,506742,Shaun Ryder
10456,21566,1974,Damon Albarn
10457,21566,8957,Danger Mouse
10458,21569,34694,Trugoy the Dove
10459,21569,8957,Danger Mouse
10460,21569,1974,Damon Albarn
10461,21570,1974,Damon Albarn
10462,21571,1974,Damon Albarn
10463,21572,1974,Damon Albarn
10464,21573,45716,John Harrison
10465,21573,1974,Damon Albarn
10466,21575,1974,Damon Albarn
10467,21577,1974,Damon Albarn
10468,21577,156,Yasiin Bey
10469,21578,962987,Life MC
10470,21578,1112716,Si Philli
10471,21578,1974,Damon Albarn
10472,21579,1012,Del The Funky Homosapien
10473,21579,67845,Sweetie Irie
10474,21579,1974,Damon Albarn
10475,21580,1974,Damon Albarn
10476,21581,1508048,Simon Philbert
10477,21581,1974,Damon Albarn
10478,21581,378095,Martin Smith
10479,21582,859,Gorilla Zoe
10480,21582,4,Lil Wayne
10481,21651,3486,Grand Puba
10482,21705,6276,Grand Daddy I.U.
10483,21748,6296,​TobyMac
10484,21748,6294,Grits
10485,21835,2884,Frukwan
10486,21835,307,RZA
10487,21835,7374,Poetic
10488,21836,2860,Shabazz the Disciple
10489,21836,946,Killah Priest
10490,21836,6347,Dreddy Kruger
10491,21836,2884,Frukwan
10492,21836,307,RZA
10493,21836,7374,Poetic
10494,21837,2884,Frukwan
10495,21837,307,RZA
10496,21837,7374,Poetic
10497,21838,2090,Prince Paul
10498,21838,307,RZA
10499,21838,2884,Frukwan
10500,21838,7374,Poetic
10501,21839,307,RZA
10502,21840,2884,Frukwan
10503,21840,307,RZA
10504,21840,7374,Poetic
10505,21841,7374,Poetic
10506,21841,307,RZA
10507,21841,2884,Frukwan
10508,21847,2090,Prince Paul
10509,21847,307,RZA
10510,21847,2884,Frukwan
10511,21847,7374,Poetic
10512,21851,2884,Frukwan
10513,21851,307,RZA
10514,21851,7374,Poetic
10515,21866,2090,Prince Paul
10516,21866,2884,Frukwan
10517,21866,7374,Poetic
10518,21866,307,RZA
10519,21869,307,RZA
10520,21871,2788,4th Disciple
10521,21871,307,RZA
10522,21871,2884,Frukwan
10523,21871,7374,Poetic
10524,21875,7374,Poetic
10525,21875,2884,Frukwan
10526,21876,2881,9th Prince
10527,21876,307,RZA
10528,21876,7374,Poetic
10529,21876,2884,Frukwan
10530,21881,307,RZA
10531,21881,7374,Poetic
10532,21881,2884,Frukwan
10533,21883,307,RZA
10534,21883,7374,Poetic
10535,21883,2884,Frukwan
10536,21890,13,Gucci Mane
10537,21890,27822,Zaytoven
10538,21891,13,Gucci Mane
10539,21891,27692,FATBOI
10540,21893,988,Shawnna
10541,21893,13,Gucci Mane
10542,21894,13,Gucci Mane
10543,21895,13,Gucci Mane
10544,21896,13,Gucci Mane
10545,21896,326,Trey Songz
10546,21898,6321,Blaze 1
10547,21898,13,Gucci Mane
10548,21898,304,Rich Boy
10549,21898,2444,Pimp C
10550,21899,13,Gucci Mane
10551,21900,13,Gucci Mane
10552,21900,4171,LeToya Luckett
10553,21901,13,Gucci Mane
10554,21903,231661,Yung Gunna
10555,21903,13,Gucci Mane
10556,21904,13,Gucci Mane
10557,21904,27692,FATBOI
10558,21906,13,Gucci Mane
10559,21907,27822,Zaytoven
10560,21907,13,Gucci Mane
10561,21908,13,Gucci Mane
10562,21909,13,Gucci Mane
10563,21909,27822,Zaytoven
10564,21910,13,Gucci Mane
10565,21910,27822,Zaytoven
10566,21912,6322,Mac Bre-Z
10567,21912,13,Gucci Mane
10568,21913,27822,Zaytoven
10569,21913,13,Gucci Mane
10570,21913,6323,Blackmagic
10571,21914,27822,Zaytoven
10572,21914,13,Gucci Mane
10573,21915,13,Gucci Mane
10574,21916,27822,Zaytoven
10575,21916,13,Gucci Mane
10576,21918,27822,Zaytoven
10577,21918,3906,La Chat
10578,21918,13,Gucci Mane
10579,21920,6324,Young Snead
10580,21920,6323,Blackmagic
10581,21920,13,Gucci Mane
10582,21921,13,Gucci Mane
10583,21922,13,Gucci Mane
10584,21922,27822,Zaytoven
10585,21923,25657,The Biz
10586,21923,13,Gucci Mane
10587,21924,13,Gucci Mane
10588,21925,6326,Selassie
10589,21925,13,Gucci Mane
10590,21926,13,Gucci Mane
10591,21927,13,Gucci Mane
10592,21928,13,Gucci Mane
10593,21929,5996,Gangsta Boo
10594,21929,13,Gucci Mane
10595,21929,27822,Zaytoven
10596,21930,13,Gucci Mane
10597,21932,13,Gucci Mane
10598,21933,13,Gucci Mane
10599,21933,6329,Mook
10600,21934,13,Gucci Mane
10601,21935,13,Gucci Mane
10602,21936,6330,.45
10603,21936,13,Gucci Mane
10604,21937,6323,Blackmagic
10605,21937,13,Gucci Mane
10606,21938,13,Gucci Mane
10607,21939,6332,Big Tank
10608,21939,13,Gucci Mane
10609,21940,6324,Young Snead
10610,21940,6323,Blackmagic
10611,21940,13,Gucci Mane
10612,21943,13,Gucci Mane
10613,21944,6332,Big Tank
10614,21944,13,Gucci Mane
10615,21945,13,Gucci Mane
10616,21948,140,Khia
10617,21948,13,Gucci Mane
10618,21949,13,Gucci Mane
10619,21950,13,Gucci Mane
10620,21951,13,Gucci Mane
10621,21951,67,Jeezy
10622,21951,135,Lil Scrappy
10623,21951,547,Killer Mike
10624,21951,6335,Jody Breeze
10625,21951,6334,4-Tre
10626,21952,13,Gucci Mane
10627,21954,6324,Young Snead
10628,21954,13,Gucci Mane
10629,21955,13,Gucci Mane
10630,21955,6336,Torica
10631,21956,13,Gucci Mane
10632,21958,13,Gucci Mane
10633,21959,3588,Khujo Goodie
10634,21959,13,Gucci Mane
10635,21960,13,Gucci Mane
10636,21961,13,Gucci Mane
10637,21962,13,Gucci Mane
10638,21963,13,Gucci Mane
10639,21977,1083,Gym Class Heroes
10640,21978,1083,Gym Class Heroes
10641,21984,411920,Dave Katz
10642,21984,578412,Sam Hollander
10643,21984,667,Travie McCoy
10644,21991,188644,Roger Hodgson
10645,21991,667,Travie McCoy
10646,22002,1137676,Njeri Earth
10647,22002,946,Killah Priest
10648,22002,977,Masta Killa
10649,22002,507,GZA
10650,22004,507,GZA
10651,22004,2858,Hell Razah
10652,22004,946,Killah Priest
10653,22004,3861,Trigga
10654,22004,2866,Prodigal Sunn
10655,22006,6347,Dreddy Kruger
10656,22006,2864,Timbo King
10657,22006,507,GZA
10658,22006,307,RZA
10659,22006,2858,Hell Razah
10660,22007,2872,LA The Darkman
10661,22007,507,GZA
10662,22007,2864,Timbo King
10663,22008,507,GZA
10664,22009,507,GZA
10665,22009,977,Masta Killa
10666,22010,507,GZA
10667,22011,1137676,Njeri Earth
10668,22011,507,GZA
10669,22011,6350,Joan Davis
10670,22012,507,GZA
10671,22012,228,Method Man
10672,22013,507,GZA
10673,22014,507,GZA
10674,22015,507,GZA
10675,22016,977,Masta Killa
10676,22016,307,RZA
10677,22016,507,GZA
10678,22017,507,GZA
10679,22018,6351,Armel
10680,22018,2628,12 O'Clock
10681,22018,2866,Prodigal Sunn
10682,22018,507,GZA
10683,22019,507,GZA
10684,22019,6353,Anthony Allen
10685,22020,507,GZA
10686,22020,6354,Governor Two's
10687,22021,507,GZA
10688,22021,508,Inspectah Deck
10689,22022,507,GZA
10690,22023,507,GZA
10691,22023,20,Ghostface Killah
10692,22023,6355,Streetlife
10693,22024,6356,Santi White
10694,22024,507,GZA
10695,22031,507,GZA
10696,22032,507,GZA
10697,22039,2870,True Master
10698,22039,55319,Dakimh
10699,22039,507,GZA
10700,22040,507,GZA
10701,22043,507,GZA
10702,22043,6365,Ka
10703,22044,6366,Justice Kareem
10704,22044,507,GZA
10705,22045,507,GZA
10706,22046,6366,Justice Kareem
10707,22046,507,GZA
10708,22047,507,GZA
10709,22048,507,GZA
10710,22048,2870,True Master
10711,22049,507,GZA
10712,22049,5841,Roc Marciano
10713,22050,2858,Hell Razah
10714,22051,131109,Irfane
10715,22051,307,RZA
10716,22051,507,GZA
10717,22052,977,Masta Killa
10718,22052,508,Inspectah Deck
10719,22052,507,GZA
10720,22055,507,GZA
10721,22057,507,GZA
10722,22058,507,GZA
10723,22059,507,GZA
10724,22060,507,GZA
10725,22061,507,GZA
10726,22062,507,GZA
10727,22063,507,GZA
10728,22064,507,GZA
10729,22064,307,RZA
10730,22065,507,GZA
10731,22067,507,GZA
10732,22068,507,GZA
10733,22069,507,GZA
10734,22070,507,GZA
10735,22071,507,GZA
10736,22077,507,GZA
10737,22126,2858,Hell Razah
10738,22126,1780,ILL BILL
10739,22126,8844,Sabac
10740,22147,2858,Hell Razah
10741,22147,388,Talib Kweli
10742,22147,70,MF DOOM
10743,22217,403,N.O.R.E.
10744,22217,1012203,Jasun Wardlaw
10745,22217,847,Kool G Rap
10746,22225,1195503,DeLeon Rovon
10747,22225,1039,MC Hammer
10748,22228,1039,MC Hammer
10749,22229,1039,MC Hammer
10750,22230,1195503,DeLeon Rovon
10751,22230,656989,The Whole 9
10752,22232,1039,MC Hammer
10753,22232,357249,The Chi-Lites
10754,22232,326304,Eugene Record
10755,22232,347660,Barbara Acklin
10756,22233,1039,MC Hammer
10757,22234,1039,MC Hammer
10758,22235,1039,MC Hammer
10759,22236,660985,Roddy Bottum
10760,22236,660984,Billy Gould
10761,22236,660,Prince
10762,22236,1039,MC Hammer
10763,22237,38460,Vic Mizzy
10764,22237,563907,Felton C. Pilate II
10765,22237,1039,MC Hammer
10766,22239,1039,MC Hammer
10767,22243,1082477,Andrew Noland
10768,22243,632258,Junie Morrison
10769,22243,644802,"Marvin ""Merv"" Pierce"
10770,22243,1031015,Bruce Napier
10771,22243,1082476,Greg Webster
10772,22243,574310,"Marshall ""Rock"" Jones"
10773,22243,574311,"Ralph ""Pee Wee"" Middlebrooks"
10774,22243,574309,"Leroy ""Sugarfoot"" Bonner"
10775,22243,4909,Huddy Combs
10776,22243,4908,Meeno
10777,22243,1050,Loon
10778,22243,249,Ma$e
10779,22243,6708,"Deric ""D-Dot"" Angelettie"
10780,22245,1039,MC Hammer
10781,22246,8529,Baby Stase
10782,22246,249,Ma$e
10783,22246,8641,Blinky Blink
10784,22246,1050,Loon
10785,22246,4909,Huddy Combs
10786,22246,48645,Rick Colone
10787,22247,4908,Meeno
10788,22247,249,Ma$e
10789,22247,1050,Loon
10790,22247,1025,Red Hot Lover Tone
10791,22247,305426,Poke
10792,22248,3677,Drag-On
10793,22248,249,Ma$e
10794,22248,4908,Meeno
10795,22248,72,Kanye West
10796,22249,249,Ma$e
10797,22249,1081293,"Jamal ""Bugzy"" Aziz"
10798,22249,22272,Lionel Richie
10799,22249,8529,Baby Stase
10800,22249,26832,Chad Hugo
10801,22249,110,Pharrell Williams
10802,22249,8641,Blinky Blink
10803,22250,4908,Meeno
10804,22250,1050,Loon
10805,22250,56,Nas
10806,22250,46236,Jim Croce
10807,22251,4909,Huddy Combs
10808,22251,8641,Blinky Blink
10809,22251,1050,Loon
10810,22251,3264,Jermaine Dupri
10811,22251,8529,Baby Stase
10812,22252,4908,Meeno
10813,22252,1050,Loon
10814,22252,4389,Cardan
10815,22252,48644,Supa Sam
10816,22252,1954,Just Blaze
10817,22252,8529,Baby Stase
10818,22252,249,Ma$e
10819,22252,8641,Blinky Blink
10820,22253,4908,Meeno
10821,22253,1081293,"Jamal ""Bugzy"" Aziz"
10822,22253,8641,Blinky Blink
10823,22253,249,Ma$e
10824,22253,4905,Dame Grease
10825,22255,110,Pharrell Williams
10826,22255,26832,Chad Hugo
10827,22255,249,Ma$e
10828,22255,1050,Loon
10829,22255,8529,Baby Stase
10830,22255,4909,Huddy Combs
10831,22256,983543,Bunny DeBarge
10832,22256,669036,Randy DeBarge
10833,22256,5349,El DeBarge
10834,22256,651519,Michael Jonzun
10835,22256,288036,Maurice Starr
10836,22256,8529,Baby Stase
10837,22256,4389,Cardan
10838,22256,48644,Supa Sam
10839,22256,1954,Just Blaze
10840,22256,249,Ma$e
10841,22257,554576,Skip Scarborough
10842,22257,12145,Bill Withers
10843,22257,4909,Huddy Combs
10844,22257,48643,Nauty
10845,22257,8529,Baby Stase
10846,22257,1050,Loon
10847,22257,249,Ma$e
10848,22257,72,Kanye West
10849,22265,6398,Harlem World
10850,22265,46,Snoop Dogg
10851,22287,2822,H.A.W.K.
10852,22287,6412,KYLE
10853,22287,3736,Chris Ward
10854,22287,7499,Poppi
